Gender,University_Tier,Years_Experience,Interview_Score,Hired
1,3,4,62.226998406251894,0
0,2,7,57.31957451259826,0
0,1,5,60.391410817590426,0
1,3,6,69.09177876786225,0
0,2,6,49.04070908867128,0
1,2,8,72.23164905537472,1
0,2,7,46.03245127162761,0
0,2,6,38.57610673149687,0
0,1,10,67.9578425481582,0
1,1,6,50.74833261902147,0
1,2,9,78.56044663626454,1
1,3,7,60.07266459443208,0
1,2,0,45.37677990775984,0
0,3,9,54.78610297887481,0
1,2,5,60.94667018090083,0
1,2,5,63.10466697806996,0
1,1,6,73.04765700568134,1
0,1,4,61.55039423487492,0
1,2,6,57.60080346949506,0
0,3,3,40.67968378513567,0
0,3,9,56.954797059399084,0
1,3,5,55.50367904060673,0
1,2,4,68.88777094340386,0
0,3,2,36.80262694498188,0
0,2,6,43.36672144300593,0
1,1,6,69.09045713753301,0
1,3,6,53.625310715432505,0
1,2,2,56.477582620724476,0
1,1,0,50.8349587208028,0
1,2,7,61.99878858534057,0
0,2,9,62.47014739856688,0
1,3,2,46.9720632162616,0
1,2,10,66.00574227991352,0
0,3,6,49.21787980496422,0
1,1,5,59.74479024856653,0
0,2,4,44.458914658950235,0
1,2,1,54.88280560254497,0
1,2,8,70.69205711936645,1
1,2,3,62.10238195540537,0
1,3,3,47.263890838897574,0
1,3,8,63.9800433649306,0
1,3,0,42.669459002279105,0
1,3,0,41.97172183244684,0
0,3,5,49.88261277811886,0
1,2,6,59.25222802070207,0
0,3,6,43.53190947879509,0
1,2,4,58.777897346153196,0
1,2,13,70.64622811830749,1
1,2,4,62.830464276781605,0
0,2,4,46.7583832075256,0
0,2,3,33.23454772162434,0
1,3,5,56.38710555618672,0
0,2,7,48.9508292819651,0
0,1,9,78.48537653206314,1
0,2,1,34.701149786462466,0
1,1,4,61.21761515685228,0
1,1,6,68.81012275494233,0
0,2,7,54.16739410752233,0
0,2,5,50.75488696591873,0
0,2,7,46.29873068819144,0
1,3,3,59.25957168433689,0
1,3,10,67.62572329394136,0
0,2,8,57.83044035537761,0
0,2,1,45.45428167869752,0
0,2,2,40.388412618378396,0
1,3,2,42.579008945444194,0
1,1,7,66.18223409375649,0
0,1,1,64.94781666431288,0
0,3,4,49.151890301219844,0
0,2,6,46.20153299399298,0
1,1,5,50.90847856898911,0
0,2,6,50.533494886143316,0
1,3,2,47.561485559354416,0
1,3,7,57.75113693979808,0
0,3,3,39.80880388649079,0
0,2,4,49.456457422984165,0
0,2,6,56.52066426849055,0
1,3,5,57.22854570067683,0
1,3,5,45.99614649038682,0
1,2,3,54.29400133653352,0
1,3,4,64.52044891774595,0
0,1,5,66.8710836740124,0
1,2,1,53.839097842219324,0
1,2,4,59.79742969886929,0
0,2,6,49.833967166529916,0
1,3,1,35.084439094570385,0
1,1,8,69.80237841544465,0
1,2,9,67.81053584102655,0
1,3,1,53.407476996267064,0
1,3,9,63.23836447311148,0
1,1,5,56.767443066990296,0
0,2,6,51.41535270697525,0
0,2,4,39.37291520871968,0
1,1,8,64.91607179459291,0
0,3,6,38.24608789802653,0
0,3,3,39.10998220088967,0
1,1,2,65.29380619880034,0
1,1,1,59.414649725887934,0
1,1,6,70.16011611808511,1
1,3,7,61.36522636419001,0
0,1,7,69.50663588430234,0
0,2,5,53.09572717381145,0
0,2,2,31.30133385588028,0
1,2,3,56.55544175652417,0
1,1,8,65.77537482688874,0
0,2,4,48.87598381413971,0
1,3,5,54.2642234739157,0
1,3,2,49.15474044133915,0
1,3,6,49.47464062873098,0
1,1,4,68.08415444506426,0
0,2,8,56.69863649437552,0
1,2,7,66.78473941170252,0
1,2,4,53.93488573915589,0
1,3,5,51.13180077530935,0
1,2,3,57.11799727222952,0
1,1,1,53.52750794875975,0
1,3,2,51.17446481338669,0
0,3,6,35.004366722020656,0
1,1,6,64.56227721796704,0
1,2,5,68.98376732713245,0
1,2,4,60.19742913997882,0
0,2,8,52.98564588016168,0
0,1,5,74.92613267835678,1
0,2,7,40.99880579993041,0
1,3,0,40.92344442605946,0
1,2,0,47.99413414126305,0
0,1,6,71.29175616502695,1
1,2,1,56.37828181614118,0
1,2,4,53.66996645508687,0
1,3,4,57.98977161071275,0
1,2,10,67.98342616339146,0
1,1,6,73.05819812824583,1
1,1,5,59.83678650938971,0
0,3,8,46.74736356457599,0
1,2,6,59.5491634231172,0
1,3,4,58.28015185782857,0
1,2,8,63.38609391716915,0
1,2,2,53.78775735494122,0
1,2,6,64.53405698831524,0
0,3,0,33.5398635258818,0
1,3,6,61.434763037365855,0
0,2,6,49.13430699774693,0
0,2,10,56.538516382611164,0
1,1,0,53.251506273206246,0
1,2,3,56.12836157603806,0
0,2,7,53.23986950997573,0
1,3,6,56.264141760757816,0
1,3,6,57.09601710482774,0
0,2,2,34.34747568097309,0
1,2,3,59.33677642227339,0
1,3,9,63.90556144444715,0
1,3,5,60.00935206770544,0
0,1,6,67.00080253703543,0
0,2,5,38.85164751686871,0
1,2,1,50.20776905346663,0
1,2,8,65.00035038440791,0
0,1,7,72.714516527168,1
1,1,12,68.64863227743302,0
0,2,2,43.369033327043994,0
1,2,7,66.56837607896654,0
0,1,1,53.6925605735924,0
1,2,5,60.373140049084235,0
0,3,8,45.602467202179064,0
0,3,0,28.798220381320647,0
0,2,4,43.299355766438154,0
0,2,3,38.34703788774266,0
1,3,3,54.41809155968166,0
1,2,6,58.32524061582311,0
0,2,8,48.89877747236289,0
1,2,5,68.83964333419766,0
1,1,6,71.80370005912017,1
1,2,5,50.692433196704,0
1,3,5,51.176158550737334,0
0,2,2,44.05839524604518,0
1,2,8,67.61877533615747,0
1,3,6,49.54753567131553,0
0,1,6,72.79282746411161,1
1,2,3,60.12612209590813,0
0,2,4,47.09386446898076,0
1,2,4,64.7836424535606,0
0,1,0,57.26144996285459,0
1,2,0,52.242904396259235,0
1,2,3,63.78839635911121,0
1,2,7,69.50609790363855,0
0,2,3,37.805891985009225,0
1,2,2,57.16597589335958,0
1,1,3,57.67866067520709,0
1,2,4,60.52077275475139,0
1,1,4,65.38306753509907,0
1,3,11,60.08266343772007,0
1,2,8,65.39077194344482,0
0,2,8,55.72942678571071,0
1,3,9,60.818549045029215,0
1,2,2,55.573549711953795,0
0,2,1,42.802959239917314,0
0,3,2,38.11234469911616,0
0,3,9,52.413365860650984,0
1,2,3,62.91712039277988,0
1,1,1,59.36598291612613,0
1,2,4,59.004121448372366,0
1,3,4,48.2096031017932,0
1,1,6,70.35513005694425,1
0,2,6,49.10463009921152,0
0,3,3,42.862156352694186,0
1,1,7,69.23439271651655,0
0,3,3,29.042044605614702,0
0,2,5,37.98763835153316,0
1,2,7,67.67840381879867,0
1,1,3,58.149032011509235,0
1,3,3,53.183838755552486,0
1,2,7,64.57116322251179,0
1,2,2,53.165801661530395,0
1,2,4,57.518193572058884,0
1,3,7,54.67305247477387,0
1,3,11,66.92111155550165,0
0,2,7,46.8074557599983,0
1,2,6,60.13871739937147,0
1,3,7,57.381754776454194,0
0,2,2,38.07376772394327,0
1,2,5,64.61086728253544,0
1,1,5,64.35104585397653,0
0,3,6,49.66907948150164,0
0,2,5,54.881396073502245,0
0,2,6,54.1965154220416,0
0,2,4,50.312432990060415,0
0,1,5,66.6341610474176,0
1,2,1,56.326793545250354,0
0,1,4,63.4468036929812,0
1,2,9,72.922849229786,1
0,2,6,52.956511664204335,0
1,2,5,58.200797696098064,0
0,3,11,57.526117703598636,0
1,3,1,47.45740002988784,0
1,3,2,48.46933996193842,0
1,1,10,72.61900419800506,1
0,1,5,65.83009423937285,0
1,2,4,62.982313077064916,0
1,3,1,51.44470002796518,0
1,3,6,58.76696898729478,0
0,3,7,47.97379071366753,0
0,2,2,45.896598384646296,0
1,2,5,59.250168544145694,0
1,2,4,52.422899982348966,0
1,1,6,73.50564926089287,1
1,1,2,56.35110873984641,0
1,3,9,59.548309383280476,0
0,2,8,46.761677697447396,0
1,2,4,60.85641526582148,0
0,1,4,54.89273687723889,0
1,3,5,51.24870596154132,0
1,2,3,58.941183972575296,0
1,2,4,61.60960626204186,0
0,3,4,37.10570631100566,0
0,2,10,58.792110925352596,0
0,2,8,50.63331645214052,0
0,1,8,68.25801606094409,0
0,1,6,68.33107630076454,0
1,3,2,46.49176660601771,0
0,3,5,39.27784228721862,0
0,2,8,46.19251029976369,0
1,2,1,57.664780824030686,0
1,2,7,66.55033296585533,0
1,1,12,82.96452685918601,1
0,2,8,58.65940201860124,0
1,2,9,63.87393562227142,0
0,2,6,49.886107055216485,0
0,3,8,39.44169564246468,0
1,2,3,71.70211455051118,1
0,1,7,68.25207342341312,0
1,2,7,69.19363949957456,0
1,3,6,50.80919427832271,0
0,2,9,59.61074072489336,0
1,1,3,70.28795438324833,1
0,2,4,47.03156384846903,0
1,3,5,49.94559251705199,0
1,2,2,53.30601799527232,0
1,3,6,45.86619237521387,0
1,3,0,44.81056649489079,0
0,3,8,53.47574630103656,0
1,2,5,59.82121177813243,0
0,2,3,44.256563201435746,0
1,1,2,61.637840580560166,0
1,3,4,56.02012423474776,0
0,2,7,42.44377248312654,0
1,1,7,69.44411481139394,0
0,2,3,53.325469325855636,0
1,2,2,47.32491877175988,0
1,2,7,63.57290583583467,0
1,2,3,65.70873061025851,0
1,2,5,65.52087578271838,0
0,3,5,38.29778914040554,0
0,2,6,48.157561314075195,0
0,2,8,51.7614176245839,0
0,2,1,33.98366194740677,0
0,2,0,36.74285348567788,0
1,3,3,49.60016933596735,0
1,2,10,70.56374469038374,1
1,2,11,68.25808409654483,0
0,1,10,68.6169089987767,0
1,3,4,52.79359613303814,0
1,2,0,58.5755910908939,0
0,3,0,32.819753074247934,0
1,1,3,59.34203110534227,0
1,2,4,61.77042902519249,0
0,2,9,55.17713060488397,0
1,3,8,70.34016462479555,1
1,2,6,61.98043745352461,0
0,3,2,38.412010840561415,0
1,2,2,50.22697808803363,0
1,2,6,64.51544626668331,0
1,1,7,70.37546738471877,1
1,3,6,56.71746937670396,0
1,2,2,51.4912111941514,0
1,3,7,55.80984917173813,0
1,3,6,58.41176331989826,0
0,3,2,41.23435748709225,0
1,2,3,55.364186018529345,0
1,2,7,65.43633964560397,0
1,3,4,52.810426609336155,0
0,1,10,75.49263012452694,1
1,2,7,62.99777508661388,0
0,1,4,63.08986289684154,0
0,2,5,63.20907770496616,0
0,1,5,66.55817149403713,0
0,1,3,64.22648479215522,0
1,2,2,56.190118026640484,0
1,2,7,62.6859158835147,0
0,2,8,57.73047695303496,0
1,1,7,67.5441811478683,0
1,2,10,75.27527274471275,1
1,1,3,59.328965009667755,0
0,2,10,55.181246478262416,0
1,2,2,55.826981041180964,0
1,2,2,48.476658219489465,0
1,3,0,47.67820112508305,0
0,2,4,37.14506011016416,0
0,3,3,35.760692998266904,0
1,2,7,56.841351517376296,0
1,2,6,76.12083504701364,1
1,2,1,43.73020220191843,0
1,1,4,63.04906870198202,0
0,2,4,52.07402677316093,0
1,2,0,55.18192954293512,0
1,2,2,58.25671061086569,0
0,1,3,59.41385805889262,0
1,1,9,79.755444731685,1
1,3,6,61.566955454010916,0
0,2,7,51.572398872870835,0
1,1,1,58.20290378863296,0
0,2,9,52.3910109759975,0
1,2,9,63.45173987083481,0
1,3,0,51.185754877393585,0
1,1,3,67.56103996800766,0
1,2,6,57.57945429485039,0
0,3,7,47.00426389433686,0
1,1,3,60.282883917705355,0
1,2,4,57.83672048129845,0
0,3,3,37.46699597654,0
1,2,5,64.7343073082309,0
1,2,9,64.26391345756628,0
0,1,3,56.7682650424367,0
1,1,8,77.18309871071487,1
1,2,3,53.68677629059351,0
0,3,2,28.662975107073464,0
1,2,7,61.57435028950065,0
0,3,8,48.10296317315327,0
0,3,8,58.56518186673891,0
0,2,1,45.6035196390932,0
1,1,4,68.73760308316122,0
1,2,7,68.09986821173393,0
0,3,5,48.72798631362959,0
1,3,2,45.55958936709841,0
1,1,6,66.00698922323258,0
0,2,3,40.72422116400484,0
1,2,10,68.94755984731484,0
1,3,10,68.42052495467371,0
1,1,7,69.67291642406123,0
1,2,9,74.55740409480147,1
1,3,5,49.2929210388639,0
1,2,7,66.5011917534912,0
1,2,9,61.75848599065341,0
1,1,6,67.4708823458682,0
0,2,4,48.071630189506415,0
1,2,0,48.9274871658789,0
1,3,5,57.75563302043478,0
0,2,7,47.30146370354329,0
0,2,8,43.25961927174879,0
1,2,7,66.78514811243902,0
1,1,3,69.72005117037867,0
1,2,0,45.01977529915054,0
1,3,4,59.11097090053398,0
0,3,4,41.956261515756125,0
1,2,4,51.32154239153462,0
0,2,7,46.07631266773956,0
1,1,11,77.07892386680325,1
1,3,5,52.977688560379484,0
1,1,4,56.43543511620881,0
1,3,4,44.52980359387298,0
0,2,5,42.57131621573366,0
1,3,3,51.96904504165559,0
1,3,5,54.96799623698431,0
1,3,6,54.49381021249961,0
0,2,6,48.62211122309853,0
1,2,6,67.20013359931343,0
1,2,6,63.97063255217074,0
0,3,0,31.770351134955224,0
0,1,7,73.64036003330344,1
1,3,3,46.20074848891853,0
1,3,2,47.87540230222324,0
0,2,2,41.126937182936246,0
0,3,6,36.480158315425726,0
0,2,4,44.34939706514015,0
0,2,0,29.228083097360603,0
1,2,6,71.56089023831477,1
1,2,1,47.31293105781843,0
1,3,5,62.93057065710656,0
1,2,6,62.19042252859746,0
0,2,8,56.59911012322859,0
1,2,10,67.55600100824535,0
1,3,1,48.03964845980837,0
1,1,5,68.25244819994218,0
1,3,4,56.322762071970914,0
0,2,6,51.94840041788183,0
1,2,6,60.15833644980412,0
0,2,4,45.44429747877561,0
1,2,4,50.02911837366198,0
0,3,2,38.68668383093672,0
0,2,8,58.439573313981036,0
1,3,6,65.07990839958964,0
0,1,8,72.52586317290253,1
1,2,4,54.167601135457154,0
0,3,3,27.871810466415816,0
1,3,2,54.20833366541675,0
1,2,6,53.01861716611232,0
1,2,2,52.29697961128117,0
0,2,11,59.44614177455665,0
0,2,1,40.25854124469142,0
0,3,6,44.97659474348082,0
0,3,10,53.906163274480306,0
1,2,7,51.923183689607356,0
1,3,6,57.07327954935063,0
1,2,2,42.852122129440616,0
1,2,1,55.661090365454974,0
1,2,7,61.22437422098194,0
1,2,10,59.21481637388325,0
0,2,4,40.24724729962648,0
1,2,2,51.149623304076734,0
1,2,0,55.953498087775024,0
1,1,2,59.98318870875123,0
0,3,5,43.513464336095154,0
1,2,10,75.906108171103,1
1,1,7,68.51927856037756,0
1,3,6,60.770939805162016,0
1,3,4,56.41930556965996,0
0,3,3,30.77304734262161,0
1,2,9,75.36491788814915,1
0,1,6,59.89849109964653,0
1,2,0,54.58683324738924,0
0,1,3,53.414634815471835,0
1,3,2,52.00618394075837,0
1,1,3,70.30957439075087,1
0,2,7,48.8348977612555,0
1,2,5,58.718221785734265,0
0,2,5,48.43729433291351,0
1,3,9,61.35301772018728,0
1,2,3,65.09139351871411,0
1,1,11,77.96096124729348,1
0,2,3,42.244468799973134,0
1,2,5,57.29857236052158,0
1,1,4,58.335257649134896,0
0,2,5,41.93773811885481,0
1,2,6,60.24663303170702,0
0,3,6,43.48350056548883,0
1,3,3,47.70912362931448,0
0,3,2,45.922380342025555,0
1,3,13,65.84952461755255,0
1,2,4,58.733162938230876,0
0,1,7,71.96260504880436,1
0,2,0,40.480493391382716,0
0,3,4,38.62246164766323,0
1,3,5,53.79648714076345,0
0,3,6,46.8738848531654,0
1,1,0,56.332608249891,0
0,3,5,39.78551264935028,0
0,2,2,31.539763568139456,0
1,1,6,64.66038138833376,0
0,2,2,34.60577785076227,0
1,1,2,55.664202249668364,0
1,2,4,58.166116192584795,0
1,2,2,55.79368071998308,0
1,2,4,66.90226375646203,0
1,2,1,49.312968105480934,0
0,3,0,34.99265674528413,0
0,2,8,57.193922965859905,0
0,2,1,47.455200042037546,0
1,3,4,55.88114359797813,0
0,3,7,39.086074161050455,0
1,1,3,52.384769853543844,0
1,2,3,57.55630849833752,0
1,2,6,59.35774501049805,0
1,1,8,66.09843127024702,0
0,2,1,32.196176458397645,0
1,3,5,55.80487748793578,0
1,1,0,62.53853849656682,0
0,3,4,38.14939318491477,0
0,3,5,46.11646968839436,0
1,3,2,48.488668248912035,0
1,2,4,51.55308955448304,0
1,3,1,50.674056717552084,0
1,2,5,54.52653977986314,0
1,2,8,66.10813315296782,0
1,1,2,57.29239792497347,0
1,1,3,65.46538717282846,0
0,3,7,43.48730003161198,0
1,2,9,69.9543495390098,0
1,2,1,47.8010129632565,0
1,1,4,60.444473938356076,0
1,2,6,43.82399886229949,0
1,1,5,75.46049285808954,1
1,3,0,47.752784664131156,0
1,1,7,65.16326257030917,0
1,1,10,69.37672155833503,0
1,2,5,57.5217562356033,0
0,2,2,45.73871813427658,0
1,2,3,46.539575372075376,0
0,2,10,56.797513537080434,0
0,3,8,58.79591181537893,0
1,2,7,58.33026832016098,0
1,1,6,67.40192519381827,0
1,2,3,67.01654907628878,0
1,3,4,56.160758148453866,0
1,2,5,60.62961910242728,0
1,1,7,71.53318227454501,1
1,3,10,62.99567332495149,0
0,2,8,61.63247247014804,0
0,2,1,37.461267128711356,0
0,1,6,57.20409195632011,0
1,1,7,67.0434844802977,0
0,2,7,46.236806172478765,0
0,2,3,43.39444034474023,0
0,2,14,63.767632332315785,0
1,2,1,57.98711599902454,0
0,2,2,42.97476381395045,0
1,3,6,58.316327437876986,0
0,3,11,54.61940665323026,0
1,3,2,43.70570995571003,0
0,1,4,52.094123811671615,0
0,1,8,71.56580005696392,1
1,2,5,63.97320601786829,0
0,1,4,62.458330583777055,0
0,3,7,42.038777538130596,0
0,1,6,69.32251082607107,0
0,2,8,50.94698177421168,0
0,2,9,65.96675081518438,0
0,2,6,57.68458381205744,0
1,1,6,71.79754028511665,1
1,2,6,65.78867057104952,0
1,2,6,55.549162927742714,0
0,3,5,45.934747595824994,0
1,1,5,66.88162978823287,0
0,3,9,53.09161142036731,0
0,3,10,55.33363011174011,0
1,2,0,52.263812939240324,0
0,3,5,56.87207849566046,0
0,1,3,60.61907165024041,0
1,3,4,57.68168690414665,0
1,2,6,59.64505094867998,0
1,2,7,67.95320791943836,0
1,2,5,64.69659945116227,0
1,1,0,56.822130385676736,0
0,3,2,44.141264131251724,0
0,1,8,66.57861981819791,0
0,2,0,37.553487729909286,0
1,2,9,69.06190043011745,0
1,3,7,63.40403426742111,0
1,2,9,68.89714760647466,0
1,2,4,64.42879518255283,0
1,2,0,46.691550645168405,0
0,3,6,36.45674114823852,0
1,1,9,74.54064168268252,1
1,1,8,70.61409861943152,1
1,2,3,58.7143186017911,0
0,3,5,43.70259310472737,0
1,1,3,59.29990104688272,0
0,2,3,41.03981829846635,0
0,2,8,55.5991707512934,0
0,3,1,34.28465759053549,0
1,3,2,47.98433976838286,0
1,2,2,51.98203331506545,0
0,2,1,45.108957093909524,0
0,2,5,45.98934050152577,0
1,1,8,82.28376236084384,1
0,2,4,48.78052002776289,0
0,2,0,34.047521601839215,0
1,2,8,79.35337687431533,1
1,3,10,67.06813188857167,0
0,2,3,46.60219102915982,0
0,2,4,47.59914664588877,0
0,2,7,55.30138605540402,0
1,2,10,72.67827025676237,1
1,2,3,50.489577176119674,0
1,2,1,53.83764523780706,0
0,2,7,42.58414666723414,0
1,3,7,58.12818581793733,0
0,3,5,36.90430894423836,0
1,2,3,57.78735092924362,0
1,1,8,72.67063123669118,1
1,2,7,66.40572945382593,0
1,2,3,57.43648286374544,0
1,1,5,61.96587329106801,0
0,3,1,33.52520795199401,0
1,3,7,63.60198080627242,0
0,3,4,45.47264092341618,0
1,1,4,57.26608450686725,0
0,3,5,32.50776589841057,0
0,3,5,36.45275127434409,0
1,2,8,71.22603791016125,1
0,2,7,57.82530377232541,0
1,3,5,50.37644059799414,0
1,2,7,65.53654676868169,0
0,2,6,56.935406524985,0
0,2,4,48.56665625143199,0
1,2,5,67.10751642616546,0
0,1,5,69.9936328504155,0
1,3,7,54.449006468860446,0
1,2,4,57.05009288251461,0
1,2,4,58.17377239145924,0
1,1,11,77.5206669401067,1
1,2,8,70.58164476719286,1
1,1,3,63.04342381137704,0
0,1,7,54.31899528110942,0
0,2,5,41.57673426988305,0
1,2,6,51.06309542511978,0
1,2,5,60.87682620327667,0
1,1,9,74.2024382473388,1
1,2,6,63.41612479305359,0
1,1,5,60.20535866142692,0
1,3,8,64.37072002559995,0
1,2,6,65.58131248234264,0
0,2,5,42.900145249023076,0
1,2,6,54.66980899275564,0
0,1,5,64.9993415688653,0
1,3,5,63.958911368066794,0
1,2,3,64.49871371099321,0
1,2,3,58.81702180224026,0
0,2,2,39.30409367821596,0
0,1,1,61.43421329744292,0
1,3,2,46.73787867595479,0
0,2,4,40.87809830533415,0
1,2,5,49.280165841890025,0
0,1,4,63.51191099173826,0
0,1,0,51.850663254313126,0
0,3,10,52.92824380760712,0
1,2,8,54.503211518814695,0
1,2,6,62.84913336291844,0
0,1,11,64.84439418014186,0
0,2,2,48.28404196321475,0
1,2,11,74.60945617067543,1
0,2,2,40.5921280610688,0
1,2,6,64.8135993004104,0
1,2,1,47.109628686682235,0
0,2,5,48.49596027875606,0
0,3,6,46.037069169625,0
1,1,5,49.528553754543054,0
1,2,7,61.76387820161238,0
1,2,5,59.886779349318125,0
0,2,3,40.75070272521427,0
1,2,3,63.285509131137026,0
0,3,7,41.44066270846646,0
1,2,3,52.89420378277386,0
1,2,8,56.42065486845776,0
0,2,9,60.98185036188556,0
0,1,0,53.768549286956,0
0,1,8,68.80795555981646,0
0,3,11,55.02440963030558,0
0,1,6,70.18117914215162,1
0,2,7,52.397309453906324,0
1,2,8,79.23942106778544,1
1,2,4,60.26967944201887,0
0,2,6,44.84052287074403,0
1,2,1,49.193216312380265,0
0,1,5,63.03620523791595,0
1,2,6,54.49081537685081,0
0,2,7,52.24792671751517,0
1,2,8,69.91734053104459,0
1,2,3,52.93318199688382,0
1,2,3,51.96309971857944,0
1,1,11,84.57972573147117,1
0,2,5,39.468159391369504,0
1,1,6,56.660908117613495,0
0,3,5,37.75587122644992,0
0,2,3,36.96627483638864,0
0,2,10,59.060346988365154,0
1,2,3,54.196477497752134,0
0,1,2,57.901564774880804,0
1,2,4,63.764670884873865,0
1,1,0,51.543325694186116,0
1,1,3,64.8754470587282,0
1,2,2,61.55661399601601,0
1,2,7,61.7216875099317,0
0,3,3,39.788791287615474,0
0,2,8,52.52524119375424,0
0,2,9,57.93230579262104,0
0,2,7,41.57073646089483,0
0,1,4,54.77243877437327,0
0,2,5,46.77484836373732,0
1,2,0,45.55537595470115,0
1,2,5,57.41645445285057,0
0,2,2,40.89327005234267,0
1,3,7,62.600067659181256,0
0,3,13,55.745184714699406,0
1,2,6,57.880693446884564,0
1,2,0,48.242433116205504,0
1,2,4,54.15427360096691,0
1,2,5,55.329972489686426,0
1,2,5,51.93491593211515,0
1,2,3,56.347390581105394,0
1,3,6,54.15647146701473,0
1,2,1,56.83139369617336,0
1,2,2,46.7630195397053,0
0,2,7,48.69935280270365,0
0,3,2,47.58474345397788,0
0,2,7,44.333462263874964,0
1,2,1,50.81733373951938,0
1,2,10,63.92078008587316,0
0,3,3,30.494592430038693,0
1,1,4,70.73655491543839,1
1,3,6,57.85519746318574,0
1,2,3,56.66839419118811,0
1,2,5,51.51841882441889,0
1,2,7,65.79370694054151,0
0,2,8,59.598639538845575,0
1,1,7,74.74738530414265,1
0,3,4,43.25082339969934,0
1,2,5,54.35257211202298,0
0,2,12,65.12775299963381,0
1,1,8,74.33792480238304,1
1,2,2,45.02778207455549,0
0,2,5,41.91709377414303,0
1,2,4,62.44078660871721,0
1,2,5,64.38022888335965,0
1,2,1,44.25708483189304,0
1,3,4,56.97510729634586,0
1,2,10,70.4765169957681,1
0,3,7,48.25088269394831,0
0,1,0,51.827393382830294,0
0,2,9,56.74291269212962,0
1,2,8,70.21914387242812,1
0,2,4,44.55642109530571,0
1,3,7,59.08876273086643,0
1,1,2,55.75739185247673,0
1,1,4,71.2581947434294,1
1,3,9,62.39864030337117,0
1,2,4,53.38987837411409,0
1,2,0,46.42087043062625,0
1,2,5,60.63385300571056,0
1,3,5,58.766655858891056,0
1,1,9,66.3208657742474,0
1,1,5,74.23830001471225,1
0,2,4,46.88653715117139,0
0,3,8,49.845362244408825,0
1,2,5,59.514052280882815,0
1,2,3,56.096294836755625,0
1,2,8,65.25858431036299,0
1,3,6,62.0889798451798,0
0,3,5,43.260310728193616,0
1,3,6,60.83525109246355,0
1,1,2,56.830762383237136,0
1,1,3,61.97820264156158,0
1,2,5,55.980398278802895,0
1,3,4,59.082641162747684,0
0,2,9,53.50686770593473,0
1,2,6,60.37510277869337,0
1,3,8,59.425197937726274,0
1,1,5,63.23024306163116,0
1,2,8,69.61247884721469,0
0,2,6,47.889502892727755,0
0,2,5,53.961443973588686,0
0,3,5,40.878416568741606,0
1,2,2,54.84688734971353,0
0,2,7,49.64319318574435,0
0,2,5,51.06841069468658,0
1,2,3,55.92025136511615,0
0,2,8,53.48442834155293,0
1,2,1,57.94237483251762,0
1,1,4,59.72829064472448,0
1,1,8,73.93257578809,1
0,2,6,45.44994432247314,0
0,2,5,49.09421140700354,0
1,3,6,51.02212335888277,0
1,3,6,53.6874142684663,0
1,3,0,44.58928477213568,0
0,2,4,55.692326764582866,0
1,2,10,70.50401935229887,1
1,2,3,64.27334157933353,0
1,1,4,64.10161645845459,0
1,1,3,59.06457877762531,0
1,2,5,67.69678261300346,0
1,3,3,53.1850881103671,0
0,1,6,63.786392030586434,0
1,1,6,69.35285729700149,0
0,3,7,43.19027953139654,0
1,2,2,44.05482901914352,0
1,3,4,57.67986579632809,0
0,3,4,47.74941707420251,0
0,3,6,53.71240948409957,0
0,2,3,43.34659487629563,0
1,2,8,64.75638287958733,0
1,2,9,72.17494713689292,1
0,2,2,45.124035581014304,0
1,2,4,66.19140591568211,0
1,1,3,60.77686188466779,0
0,2,13,61.58607773768983,0
0,2,4,42.26609294425433,0
1,3,10,67.68731043362601,0
1,3,1,39.25869165884583,0
1,2,2,57.88043686431282,0
0,1,3,63.93917560932895,0
0,3,2,41.825690176693264,0
1,2,4,58.6911261825092,0
0,3,3,45.4342393958194,0
0,3,3,42.200345919993694,0
0,1,8,67.9646140431215,0
1,3,9,60.054104751511765,0
1,1,8,66.60163093292681,0
1,2,7,66.75641666387794,0
1,2,5,54.99930539380021,0
0,1,4,68.41696071791677,0
1,3,2,55.614866541727714,0
0,1,6,62.604918655247744,0
1,1,1,56.07225732703573,0
1,2,2,54.08310490681207,0
1,3,8,65.41991580234834,0
0,3,11,64.49457869573271,0
1,3,6,48.57253803565711,0
0,2,8,52.09829784424342,0
1,2,4,56.669916522198264,0
1,1,1,49.996650725567264,0
1,1,7,66.57444990347969,0
1,2,7,66.13884472175306,0
1,2,5,58.60660548580221,0
0,2,4,35.70024943363468,0
1,3,8,75.37041349004957,1
0,2,2,44.30546516616103,0
1,1,3,61.55847065053337,0
1,1,2,53.51036818466477,0
1,3,5,56.303530809856376,0
1,3,2,48.17893107979253,0
1,3,3,41.55738293642297,0
0,1,3,55.64872279992792,0
1,3,4,56.97463008836972,0
0,2,1,49.41459447683165,0
1,1,5,66.83582702521522,0
0,3,9,56.20990046546423,0
0,2,5,45.16741611634576,0
1,2,10,69.56726919659698,0
0,1,9,78.45489513809733,1
1,2,7,72.31388644589734,1
0,3,5,47.382604115680884,0
0,2,5,40.871837524758945,0
1,2,7,63.66520554842377,0
0,1,4,64.38762342238148,0
0,2,0,36.87433938652099,0
1,2,6,63.93928771707798,0
0,2,2,47.742699433252135,0
1,2,2,59.014048759775704,0
0,1,5,73.42935076110761,1
0,3,5,41.60537959025576,0
1,2,1,45.17983417580343,0
0,2,5,48.39221696371557,0
0,2,8,61.90532228347863,0
0,2,2,36.79011965284611,0
0,3,9,54.16602872810006,0
